EP0101-ULES01372_00-GPCMETALGE000001,10.00,DE/de
EP0776-ULES00826_00-GPCTOMBRAI000001,22.00,DE/de
EP9000-PCSF00438_00-GOWCEU060100SHIP,30.00,DE/de
